geoid,by,type,pollutant,adjr,sigma,df.residual,formula
d01001,14,1,98,0.9905643779748827,2402.2245299587908,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01001,14,2,98,0.9968960713309215,1241.02220472357,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01001,14,3,98,0.9998938016153673,10.615766143100883,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01001,14,5,98,0.9988356614501839,2.1066644656246347,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01003,14,1,98,0.9885428445687818,13891.506190706308,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01003,14,2,98,0.9966334062966878,5440.634840843374,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01003,14,3,98,0.9999031581079159,47.95083626828408,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01003,14,5,98,0.9988597288641518,10.633596397698556,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01005,14,1,98,0.9904279293632686,1330.2645773433942,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01005,14,2,98,0.9951296732856073,599.8381353977279,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01005,14,3,98,0.9999111455136408,4.919326962549843,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01005,14,5,98,0.9988821977391001,1.1180177387941426,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01007,14,1,98,0.9934689082528637,862.5268404267667,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01007,14,2,98,0.993562415085393,629.9987457691569,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01007,14,3,98,0.9999055446077769,4.4251064134031335,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01007,14,5,98,0.9985007157772232,1.0567402004597766,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01009,14,1,98,0.9936298652580551,1878.2255277647282,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01009,14,2,98,0.9963714987200992,1275.8383120451483,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01009,14,3,98,0.9998962442999283,10.74381652583911,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01009,14,5,98,0.9981557017729339,2.611676549670358,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01011,14,1,98,0.9933333962398291,439.40373768224157,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01011,14,2,98,0.9937518157484312,309.60425352890155,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01011,14,3,98,0.9999058095047558,2.2096505430771107,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01011,14,5,98,0.9985852046352502,0.5164129047610562,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01013,14,1,98,0.990575248841043,2081.720484160652,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01013,14,2,98,0.9976707020948208,1261.9525146472822,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01013,14,3,98,0.9998716651215641,11.198172489114137,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01013,14,5,98,0.9982348351369021,2.317599047511804,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01015,14,1,98,0.9873024045188684,5798.028330184747,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01015,14,2,98,0.9959355264460599,1915.1814524377176,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01015,14,3,98,0.9999119560113197,17.11401788861701,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01015,14,5,98,0.9988351402609371,4.170795463444258,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01017,14,1,98,0.9893328271184196,1743.5641638718826,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01017,14,2,98,0.9965473509391032,780.759132286312,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01017,14,3,98,0.99989812506403,6.833317334530396,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01017,14,5,98,0.9987440552474555,1.4837937705602464,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01019,14,1,98,0.9926012784972194,958.1953271574795,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01019,14,2,98,0.9926659370436453,761.1822606324507,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01019,14,3,98,0.9999034942847056,4.93792661069856,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01019,14,5,98,0.9996287671140072,0.5610930839470467,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01021,14,1,98,0.9910455816982405,2642.825539418354,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01021,14,2,98,0.9973256924926357,1545.111975893346,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01021,14,3,98,0.9998827674764051,13.52255175983421,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01021,14,5,98,0.9982401536742377,2.9962302670535355,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01023,14,1,98,0.9925743230095183,611.9353193608201,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01023,14,2,98,0.9926765997889656,482.3288272627186,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01023,14,3,98,0.9999036117101472,3.126712420293668,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01023,14,5,98,0.9996250431775136,0.35946133965143473,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01025,14,1,98,0.9919541310009317,1156.869997316669,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01025,14,2,98,0.9926847277023854,874.2335644500916,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01025,14,3,98,0.9999035787177563,5.670578663048438,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01025,14,5,98,0.9994628551359938,0.7813353372985883,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01027,14,1,98,0.9926446113950027,453.9296427709191,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01027,14,2,98,0.9926616172353995,361.76471083961445,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01027,14,3,98,0.999902959732225,2.3526352601018146,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01027,14,5,98,0.9996043476211638,0.27522070463703824,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01029,14,1,98,0.9805328237036688,2192.5948225984257,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01029,14,2,98,0.992402140876986,1910.7104055925836,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01029,14,3,98,0.9998779115509666,8.716660798250732,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01029,14,5,98,0.9999437822379433,0.31146400005883507,2,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01031,14,1,98,0.9908371696234346,2046.6899060206547,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
d01031,14,2,98,0.9950034066959403,970.6775208757606,5,"poly(vmt, 2) + vehicles + poly(sourcehours, 2) + poly(starts, 2) + year"
