geoid,by,type,pollutant,adjr,sigma,df.residual,formula
d01001,12,10,98,0.9997595141259192,7.877110172535509,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,20,98,0.9924971282663921,1798.8030841361476,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,30,98,0.899289861600656,7247.3410765683875,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,41,98,0.8836639730580471,1554.6856706870158,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,42,98,0.9944826762876842,223.25865943006065,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,46,98,0.993538994035555,298.91692201551024,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,47,98,0.9239318175150187,3845.7397090506934,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,48,98,0.9957773262428059,17.92314101055021,8,"poly(vmt, 3) + year + vmt * year"
d01001,12,49,98,0.9998850076695749,12.28061083444937,5,"poly(vmt, 3) + year + vmt * year"
d01003,12,10,98,0.9997863024354855,36.373157359599425,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,20,98,0.9930495117437727,9342.344082342743,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,30,98,0.9012819830879234,36746.09171011603,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,41,98,0.8769412590215139,7896.100866076978,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,42,98,0.994242862994038,1039.7636900651544,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,46,98,0.9945972356449998,1283.08483743828,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,47,98,0.9290855861779961,14282.510395993691,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,48,98,0.9958075742658432,85.98798286446053,8,"poly(vmt, 3) + year + vmt * year"
d01003,12,49,98,0.9998983839328384,43.42731411015943,5,"poly(vmt, 3) + year + vmt * year"
d01005,12,10,98,0.9997901767110062,4.038915811429934,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,20,98,0.9929299955052739,960.0505869242256,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,30,98,0.9006733476663524,3928.6743624032706,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,41,98,0.8746411129745216,845.5324324186088,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,42,98,0.9939093072252768,111.68992629898372,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,46,98,0.994872002092741,137.46732048347567,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,47,98,0.9438207484022921,991.996471932964,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,48,98,0.9957582981503421,8.616677726321551,8,"poly(vmt, 3) + year + vmt * year"
d01005,12,49,98,0.9999213239091091,2.8822217428911028,5,"poly(vmt, 3) + year + vmt * year"
d01007,12,10,98,0.999763234497495,3.7201157444310664,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,20,98,0.9922517790423807,743.9983494835466,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,30,98,0.8985351584767247,3241.7922173445963,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,41,98,0.8801270673255277,693.1144109813364,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,42,98,0.9940275139424477,99.52973992044629,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,46,98,0.9941458902651334,131.31386576107664,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,47,98,0.9329867391369577,1026.412372335131,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,48,98,0.9956741617015299,7.165967422987822,8,"poly(vmt, 3) + year + vmt * year"
d01007,12,49,98,0.9999087528350057,3.1107645812939704,5,"poly(vmt, 3) + year + vmt * year"
d01009,12,10,98,0.9997463955914203,8.516410267712473,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,20,98,0.9920129956516487,1656.483888449912,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,30,98,0.8978601632810599,7228.660456126514,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,41,98,0.8856657185389942,1544.3671080936417,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,42,98,0.9943506194597203,231.36471109900904,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,46,98,0.9934321561454319,318.0498533323582,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,47,98,0.9214868169712885,3480.309799251394,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,48,98,0.9956916156606876,17.049692627960553,8,"poly(vmt, 3) + year + vmt * year"
d01009,12,49,98,0.9998896461260283,10.940938297888685,5,"poly(vmt, 3) + year + vmt * year"
d01011,12,10,98,0.9997647756221684,1.8548499710709687,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,20,98,0.9923206249204095,374.73990234864186,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,30,98,0.8987501976964712,1629.9365238099635,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,41,98,0.8796728405548749,348.455315370111,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,42,98,0.9940199896980699,49.710778294988906,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,46,98,0.9941908611898346,65.31676556591992,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,47,98,0.9335634715129413,508.54923848792566,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,48,98,0.9956797472209993,3.593617072885266,8,"poly(vmt, 3) + year + vmt * year"
d01011,12,49,98,0.9999094531423021,1.5376530731882974,5,"poly(vmt, 3) + year + vmt * year"
d01013,12,10,98,0.999715811075976,7.674013190342636,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,20,98,0.9918309378010159,1588.4786039041956,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,30,98,0.8974423114687017,6500.0885114005305,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,41,98,0.8951488651498564,1387.2854522890389,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,42,98,0.9948625478140073,219.02095038816316,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,46,98,0.9910930079986011,337.3684446398563,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,47,98,0.9221973893104041,5118.627230882361,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,48,98,0.9957583776583027,17.662212677574974,8,"poly(vmt, 3) + year + vmt * year"
d01013,12,49,98,0.9998707506602869,17.152965301086876,5,"poly(vmt, 3) + year + vmt * year"
d01015,12,10,98,0.9998037019422156,13.685635592692483,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,20,98,0.9930687220157257,3776.326451891729,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,30,98,0.9013860035915223,14175.694886233794,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,41,98,0.8737815217997733,3061.5868279702527,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,42,98,0.993917549303647,386.77368813985726,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,46,98,0.995275441931364,452.64172085092184,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,47,98,0.9453000330557079,3449.5774175028064,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,48,98,0.9958063749684224,32.27426569495282,8,"poly(vmt, 3) + year + vmt * year"
d01015,12,49,98,0.9999245898682991,9.627465258245126,5,"poly(vmt, 3) + year + vmt * year"
d01017,12,10,98,0.9997616665163378,5.378496896938047,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,20,98,0.9923635584804329,1246.8052450162786,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,30,98,0.899016633450582,4901.271656416664,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,41,98,0.881672834948052,1048.0517082161568,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,42,98,0.9942853885250208,148.2044490517838,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,46,98,0.9939699563430615,193.21134670730493,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,47,98,0.9249846395380639,2090.2271988843163,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,48,98,0.995743023622896,11.8130813109858,8,"poly(vmt, 3) + year + vmt * year"
d01017,12,49,98,0.9998938003346436,6.463384457245868,5,"poly(vmt, 3) + year + vmt * year"
d01019,12,10,98,0.9997477847870387,4.224474664688598,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,20,98,0.9918082140488725,765.6273211561358,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,30,98,0.897421629734587,3482.5105719635703,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,41,98,0.8837859105049116,741.3820168298834,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,42,98,0.9940954190061826,111.03985314215835,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,46,98,0.9937331601501098,151.9337840611067,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,47,98,0.9280551634889084,1227.0181110280896,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,48,98,0.9956191623350357,7.706308918385019,8,"poly(vmt, 3) + year + vmt * year"
d01019,12,49,98,0.99990296223996,3.787938234586056,5,"poly(vmt, 3) + year + vmt * year"
d01021,12,10,98,0.9997288378796548,9.879778975311478,8,"poly(vmt, 3) + year + vmt * year"
d01021,12,20,98,0.9918844119843335,2063.7082622043567,8,"poly(vmt, 3) + year + vmt * year"
d01021,12,30,98,0.8975670337314573,8413.659296833748,8,"poly(vmt, 3) + year + vmt * year"
d01021,12,41,98,0.8910633202889853,1795.7405833139103,8,"poly(vmt, 3) + year + vmt * year"
d01021,12,42,98,0.9946769140384522,276.26816049583357,8,"poly(vmt, 3) + year + vmt * year"
d01021,12,46,98,0.9922754793108245,400.70282538736177,8,"poly(vmt, 3) + year + vmt * year"
d01021,12,47,98,0.9215456305119747,5553.950236491103,8,"poly(vmt, 3) + year + vmt * year"
d01021,12,48,98,0.9957375796840806,21.89886322595363,8,"poly(vmt, 3) + year + vmt * year"
