geoid,by,type,pollutant,adjr,sigma,df.residual,formula
d01001,14,1,98,0.8550706402954144,9414.70066457306,8,"poly(vmt, 3) + year + vmt * year"
d01001,14,2,98,0.9637320460395502,4242.1421171720785,8,"poly(vmt, 3) + year + vmt * year"
d01001,14,3,98,0.9995795997527265,21.121456776560088,8,"poly(vmt, 3) + year + vmt * year"
d01001,14,5,98,0.9909056644981367,5.887639596353175,5,"poly(vmt, 3) + year + vmt * year"
d01003,14,1,98,0.865848452675656,47534.48329855394,8,"poly(vmt, 3) + year + vmt * year"
d01003,14,2,98,0.9670783163346415,17013.561830218823,8,"poly(vmt, 3) + year + vmt * year"
d01003,14,3,98,0.9996381688008424,92.68672956972519,8,"poly(vmt, 3) + year + vmt * year"
d01003,14,5,98,0.9907437977236884,30.296504587432374,5,"poly(vmt, 3) + year + vmt * year"
d01005,14,1,98,0.8551302536554262,5175.161761028145,8,"poly(vmt, 3) + year + vmt * year"
d01005,14,2,98,0.9654471417418031,1597.7065456871405,8,"poly(vmt, 3) + year + vmt * year"
d01005,14,3,98,0.9996554855761337,9.68656312882414,8,"poly(vmt, 3) + year + vmt * year"
d01005,14,5,98,0.9910603069992647,3.1617498369974104,5,"poly(vmt, 3) + year + vmt * year"
d01007,14,1,98,0.8304596319900204,4394.568991009822,8,"poly(vmt, 3) + year + vmt * year"
d01007,14,2,98,0.9665164646874693,1436.7918391932847,8,"poly(vmt, 3) + year + vmt * year"
d01007,14,3,98,0.9996029540096517,9.072578786745666,8,"poly(vmt, 3) + year + vmt * year"
d01007,14,5,98,0.9913697301522715,2.535352977645729,5,"poly(vmt, 3) + year + vmt * year"
d01009,14,1,98,0.8285940269836957,9742.858732134066,8,"poly(vmt, 3) + year + vmt * year"
d01009,14,2,98,0.966955026634065,3850.2125224933684,8,"poly(vmt, 3) + year + vmt * year"
d01009,14,3,98,0.9995608934928603,22.10230344813255,8,"poly(vmt, 3) + year + vmt * year"
d01009,14,5,98,0.9913258824836932,5.663911593757032,5,"poly(vmt, 3) + year + vmt * year"
d01011,14,1,98,0.8319517192189134,2206.116598692299,8,"poly(vmt, 3) + year + vmt * year"
d01011,14,2,98,0.9664119668215982,717.8311351526306,8,"poly(vmt, 3) + year + vmt * year"
d01011,14,3,98,0.9996060910294076,4.518746629792602,8,"poly(vmt, 3) + year + vmt * year"
d01011,14,5,98,0.9913579012658551,1.2763209093667032,5,"poly(vmt, 3) + year + vmt * year"
d01013,14,1,98,0.84600849903851,8414.645910982748,8,"poly(vmt, 3) + year + vmt * year"
d01013,14,2,98,0.9432771000706787,6227.44224173038,8,"poly(vmt, 3) + year + vmt * year"
d01013,14,3,98,0.9994885757628477,22.35452540312969,8,"poly(vmt, 3) + year + vmt * year"
d01013,14,5,98,0.9908843085266186,5.266722977302499,5,"poly(vmt, 3) + year + vmt * year"
d01015,14,1,98,0.8748445592968013,18203.062337120053,8,"poly(vmt, 3) + year + vmt * year"
d01015,14,2,98,0.9661874094940974,5523.9151447514405,8,"poly(vmt, 3) + year + vmt * year"
d01015,14,3,98,0.9996839417025082,32.42542858777896,8,"poly(vmt, 3) + year + vmt * year"
d01015,14,5,98,0.9905615622578854,11.872225383470854,5,"poly(vmt, 3) + year + vmt * year"
d01017,14,1,98,0.8590099694270756,6338.806137012833,8,"poly(vmt, 3) + year + vmt * year"
d01017,14,2,98,0.9669852783778072,2414.319120644094,8,"poly(vmt, 3) + year + vmt * year"
d01017,14,3,98,0.9995958487385526,13.610368518938849,8,"poly(vmt, 3) + year + vmt * year"
d01017,14,5,98,0.9907864471875698,4.018850402718305,5,"poly(vmt, 3) + year + vmt * year"
d01019,14,1,98,0.8124883134267936,4823.806501551001,8,"poly(vmt, 3) + year + vmt * year"
d01019,14,2,98,0.9677523791471018,1596.1186830174606,8,"poly(vmt, 3) + year + vmt * year"
d01019,14,3,98,0.9995737444122633,10.377748858368616,8,"poly(vmt, 3) + year + vmt * year"
d01019,14,5,98,0.9915262641235911,2.680705814466575,5,"poly(vmt, 3) + year + vmt * year"
d01021,14,1,98,0.8467264650275627,10934.108842046335,8,"poly(vmt, 3) + year + vmt * year"
d01021,14,2,98,0.9548037979885673,6351.923478233619,8,"poly(vmt, 3) + year + vmt * year"
d01021,14,3,98,0.9995199283555714,27.364506667583882,8,"poly(vmt, 3) + year + vmt * year"
d01021,14,5,98,0.99091427703382,6.807968838296616,5,"poly(vmt, 3) + year + vmt * year"
d01023,14,1,98,0.8117004260044073,3081.4999291251706,8,"poly(vmt, 3) + year + vmt * year"
d01023,14,2,98,0.9677872533923559,1011.5811154021236,8,"poly(vmt, 3) + year + vmt * year"
d01023,14,3,98,0.9995737974952007,6.574818979884868,8,"poly(vmt, 3) + year + vmt * year"
d01023,14,5,98,0.9915396467990352,1.7074807082438637,5,"poly(vmt, 3) + year + vmt * year"
d01025,14,1,98,0.8115679444471582,5598.548854514296,8,"poly(vmt, 3) + year + vmt * year"
d01025,14,2,98,0.967792591944698,1834.3834178624668,8,"poly(vmt, 3) + year + vmt * year"
d01025,14,3,98,0.9995737840531035,11.92218277419768,8,"poly(vmt, 3) + year + vmt * year"
d01025,14,5,98,0.9915442955964333,3.1000353698681744,5,"poly(vmt, 3) + year + vmt * year"
d01027,14,1,98,0.8125035604867438,2291.829184153781,8,"poly(vmt, 3) + year + vmt * year"
d01027,14,2,98,0.9677501509733294,758.3852243690034,8,"poly(vmt, 3) + year + vmt * year"
d01027,14,3,98,0.9995737693085609,4.930613584135923,8,"poly(vmt, 3) + year + vmt * year"
d01027,14,5,98,0.9915283110424438,1.2735300965295495,5,"poly(vmt, 3) + year + vmt * year"
d01029,14,1,98,0.8280880405654741,6515.683023864033,8,"poly(vmt, 3) + year + vmt * year"
d01029,14,2,98,0.9363443251964041,5530.543512579737,8,"poly(vmt, 3) + year + vmt * year"
d01029,14,3,98,0.999454261141477,18.42914965892258,8,"poly(vmt, 3) + year + vmt * year"
d01029,14,5,98,0.9911527578285555,3.9072845304197856,5,"poly(vmt, 3) + year + vmt * year"
d01031,14,1,98,0.8515308867606046,8238.6353605399745,8,"poly(vmt, 3) + year + vmt * year"
