geoid,by,pollutant,adjr,sigma,df.residual,formula
d01001,16,98,0.8570586331220812,12314.951402189674,8,"poly(vmt, 3) + year + vmt * year"
d01003,16,98,0.8518423511264375,57517.786930778224,8,"poly(vmt, 3) + year + vmt * year"
d01005,16,98,0.8418909883899433,5724.938948182867,8,"poly(vmt, 3) + year + vmt * year"
d01007,16,98,0.8416725349955629,4914.244163382714,8,"poly(vmt, 3) + year + vmt * year"
d01009,16,98,0.8509140251004668,12058.119705439627,8,"poly(vmt, 3) + year + vmt * year"
d01011,16,98,0.8415913429933661,2464.4587330496634,8,"poly(vmt, 3) + year + vmt * year"
d01013,16,98,0.868740816825296,12711.911470431403,8,"poly(vmt, 3) + year + vmt * year"
d01015,16,98,0.8472031245767474,20325.52653677146,8,"poly(vmt, 3) + year + vmt * year"
d01017,16,98,0.8528351324866215,7772.3394292266275,8,"poly(vmt, 3) + year + vmt * year"
d01019,16,98,0.8422852454994362,5414.237583657406,8,"poly(vmt, 3) + year + vmt * year"
d01021,16,98,0.8631671233414452,15336.52577907281,8,"poly(vmt, 3) + year + vmt * year"
d01023,16,98,0.8421150033529414,3453.0452408347655,8,"poly(vmt, 3) + year + vmt * year"
d01025,16,98,0.8420807368795483,6271.073300568063,8,"poly(vmt, 3) + year + vmt * year"
d01027,16,98,0.8423022827252703,2572.322522212873,8,"poly(vmt, 3) + year + vmt * year"
d01029,16,98,0.8704220046342572,10341.786752108255,8,"poly(vmt, 3) + year + vmt * year"
d01031,16,98,0.8415825249586053,9118.406540446744,8,"poly(vmt, 3) + year + vmt * year"
d01033,16,98,0.842063680485553,12264.566172712039,8,"poly(vmt, 3) + year + vmt * year"
d01035,16,98,0.8674716204517672,9380.168778099845,8,"poly(vmt, 3) + year + vmt * year"
d01037,16,98,0.8422585615674824,4151.825333537909,8,"poly(vmt, 3) + year + vmt * year"
d01039,16,98,0.8412525963384763,8602.204486806193,8,"poly(vmt, 3) + year + vmt * year"
d01041,16,98,0.8421211931146583,3753.663993111633,8,"poly(vmt, 3) + year + vmt * year"
d01043,16,98,0.8540227643357501,20246.549740174676,8,"poly(vmt, 3) + year + vmt * year"
d01045,16,98,0.8433313488914553,10619.318946208612,8,"poly(vmt, 3) + year + vmt * year"
d01047,16,98,0.8419459502815276,7318.811524541359,8,"poly(vmt, 3) + year + vmt * year"
d01049,16,98,0.8542815361568599,15875.324647738276,8,"poly(vmt, 3) + year + vmt * year"
d01051,16,98,0.8452806794754715,15219.31420920007,8,"poly(vmt, 3) + year + vmt * year"
d01053,16,98,0.8564884009215845,12176.150163508957,8,"poly(vmt, 3) + year + vmt * year"
d01055,16,98,0.8495866112744772,17619.002132273145,8,"poly(vmt, 3) + year + vmt * year"
d01057,16,98,0.8423115677882347,3296.6949407559373,8,"poly(vmt, 3) + year + vmt * year"
d01059,16,98,0.8416636675628911,5738.407271934172,8,"poly(vmt, 3) + year + vmt * year"
d01061,16,98,0.841799327206785,5790.735123942239,8,"poly(vmt, 3) + year + vmt * year"
d01063,16,98,0.869680801417569,8478.397446838946,8,"poly(vmt, 3) + year + vmt * year"
d01065,16,98,0.8421889480170928,3599.686269567137,8,"poly(vmt, 3) + year + vmt * year"
d01067,16,98,0.8419833415373227,5524.920362085674,8,"poly(vmt, 3) + year + vmt * year"
d01069,16,98,0.8436757201720656,20215.116583373805,8,"poly(vmt, 3) + year + vmt * year"
d01071,16,98,0.8416729706523238,11983.49584072657,8,"poly(vmt, 3) + year + vmt * year"
d01073,16,98,0.8562682946817526,113498.7583562918,8,"poly(vmt, 3) + year + vmt * year"
d01075,16,98,0.8422966420678661,2683.1771233589966,8,"poly(vmt, 3) + year + vmt * year"
d01077,16,98,0.8427397961893195,13452.416649298384,8,"poly(vmt, 3) + year + vmt * year"
d01079,16,98,0.8422761990308452,9433.501818472121,8,"poly(vmt, 3) + year + vmt * year"
d01081,16,98,0.8490910050309345,25593.084258063107,8,"poly(vmt, 3) + year + vmt * year"
d01083,16,98,0.8554754706146748,22487.150826922985,8,"poly(vmt, 3) + year + vmt * year"
d01085,16,98,0.8647352470636733,8880.03547435143,8,"poly(vmt, 3) + year + vmt * year"
d01087,16,98,0.8672243374565305,11429.708377936058,8,"poly(vmt, 3) + year + vmt * year"
