type,geoid,level,year,state,name,fullname,division,pop,pop_women,pop_age_65_plus,pop_white,pop_black,pop_natam,pop_asian,pop_pacific,pop_hisplat,median_income,median_monthly_housing_cost,level_plural,level_singular,level_upper,area,sublevel,geoid_upper
upp,36,state,2020,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2025,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2030,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2035,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2040,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2045,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2050,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2055,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
upp,36,state,2060,NY,NY,New York,Middle Atlantic,19514849,0.5145141015439064,0.16508977343355308,0.6231175552524132,0.15385212563007788,0.00392188532947398,0.08579190133625939,4.804546527621095e-4,0.19066030180402627,71117,1376,states,state,the US,State,county,00
low,3610912606,muni,2020,NY,Caroline,"Caroline, NY",Middle Atlantic,3318,0.5075346594333936,0.1301989150090416,0.8631705846895721,0.02802893309222423,0,0.01476793248945147,0,0.05967450271247739,70250,1182,muni,muni,36109,Muni,muni,36109
low,3610919620,muni,2020,NY,Danby,"Danby, NY",Middle Atlantic,3387,0.49630941836433423,0.20549158547387067,0.9196929436079126,0.06495423678771775,0,0.00501919102450546,0,0.02037201062887511,72530,1084,muni,muni,36109,Muni,muni,36109
low,3610920962,muni,2020,NY,Dryden,"Dryden, NY",Middle Atlantic,14361,0.5113850010444955,0.17826056681289604,0.9039760462363344,0.02889770907318432,9.052294408467376e-4,0.01907945129169278,0.00132302764431446,0.03565211336257921,69118,1108,muni,muni,36109,Muni,muni,36109
low,3610924548,muni,2020,NY,Enfield,"Enfield, NY",Middle Atlantic,3442,0.468622893666473,0.20801859384079024,0.9633933759442184,0.00319581638582219,0,0,0,0.05781522370714701,61902,981,muni,muni,36109,Muni,muni,36109
low,3610930972,muni,2020,NY,Groton,"Groton, NY",Middle Atlantic,5829,0.5043746783324755,0.14187682278263852,0.92125579001544,0.01578315319951964,0.00188711614342082,0.0087493566649511,0,0.01372448104306055,59652,1006,muni,muni,36109,Muni,muni,36109
low,3610938077,muni,2020,NY,Ithaca,"Ithaca, NY",Middle Atlantic,30715,0.4934722448315155,0.06257528894676868,0.6774865700797655,0.05889630473709913,0.0013348526778447,0.17196809376526126,0,0.07234250366270552,38019,1212,muni,muni,36109,Muni,muni,36109
low,3610938088,muni,2020,NY,Ithaca,"Ithaca, NY",Middle Atlantic,19686,0.5264655084831861,0.17047648074773952,0.7199532662806055,0.05206745910799553,0.00182871075891496,0.13298791018998274,0.00106674794270039,0.07091333942903587,72790,1296,muni,muni,36109,Muni,muni,36109
low,3610941234,muni,2020,NY,Lansing,"Lansing, NY",Middle Atlantic,11492,0.495475113122172,0.1707274625826662,0.8018621649843369,0.02845457709711103,0,0.11390532544378698,0,0.03933170901496694,79119,1414,muni,muni,36109,Muni,muni,36109
low,3610950254,muni,2020,NY,Newfield,"Newfield, NY",Middle Atlantic,5115,0.504594330400782,0.17634408602150536,0.9620723362658846,0.01700879765395894,0,0.00469208211143695,0,0.0136852394916911,63063,889,muni,muni,36109,Muni,muni,36109
low,3610975990,muni,2020,NY,Ulysses,"Ulysses, NY",Middle Atlantic,4892,0.5408830744071954,0.258994276369583,0.9409239574816026,0.02166802943581357,0.00449713818479149,0.00592804578904333,0,0.02964022894521668,63466,1163,muni,muni,36109,Muni,muni,36109
pee,36001,county,1990,NY,Albany,"Albany County, NY",Middle Atlantic,304032,0.5173764603725923,0.13787364487948636,0.7892129775813073,0.12109580570466266,0.00235501526155141,0.0441203557520261,6.084885801494579e-4,0.045909641090411533,56090,1037,counties,county,NY,County,muni,36
pee,36003,county,1990,NY,Allegany,"Allegany County, NY",Middle Atlantic,49105,0.4954281641380715,0.14835556460645555,0.9650341105793708,0.01032481417370939,0.00319723042460034,0.0099175236737603,2.443742999694532e-4,0.01364423174829447,41305,647,counties,county,NY,County,muni,36
pee,36005,county,1990,NY,Bronx,"Bronx County, NY",Middle Atlantic,1365725,0.5315477127532995,0.1036453165900895,0.2189664830035329,0.3442347471123396,0.00472496293177616,0.03593402771421772,1.2960149371213093e-4,0.5258774643504366,34264,1102,counties,county,NY,County,muni,36
pee,36007,county,1990,NY,Broome,"Broome County, NY",Middle Atlantic,200804,0.5116182944562857,0.16188920539431487,0.8871387024162866,0.04398318758590466,0.00306268799426306,0.03316169000617518,9.959960956953048e-5,0.03179717535507261,44457,765,counties,county,NY,County,muni,36
pee,36009,county,1990,NY,Cattaraugus,"Cattaraugus County, NY",Middle Atlantic,80776,0.504592948400515,0.15061404377537882,0.9353273249480044,0.01249133405962167,0.0283747647816183,0.00588045954243834,2.4759829652371994e-4,0.01663860552639397,42466,680,counties,county,NY,County,muni,36
pee,36011,county,1990,NY,Cayuga,"Cayuga County, NY",Middle Atlantic,80431,0.491352836592856,0.15024057888127712,0.9275030771717372,0.04223495915753876,0.00351854384503487,0.00497320684810582,7.459810272158744e-5,0.02353570140866084,48415,791,counties,county,NY,County,muni,36
pee,36013,county,1990,NY,Chautauqua,"Chautauqua County, NY",Middle Atlantic,135263,0.5088974812032855,0.16328929566843853,0.9374773589229872,0.02280741961955597,0.00421401270118214,0.0057665436963545,3.6965023694580186e-4,0.05670434634748601,40639,664,counties,county,NY,County,muni,36
pee,36015,county,1990,NY,Chemung,"Chemung County, NY",Middle Atlantic,88708,0.5055462866934212,0.15535239211796004,0.8961536727239934,0.060242593678135,0.00284078098931325,0.00987509581999368,3.043693917121342e-4,0.02473283131171935,44502,768,counties,county,NY,County,muni,36
pee,36017,county,1990,NY,Chenango,"Chenango County, NY",Middle Atlantic,51045,0.5030267411107846,0.15997649133117836,0.9677147614849644,0.00615143500832598,0.00111666176902732,0.00268390635713586,1.3713390145949652e-4,0.01896365951611323,43943,697,counties,county,NY,County,muni,36
pee,36019,county,1990,NY,Clinton,"Clinton County, NY",Middle Atlantic,82380,0.4867564942947317,0.12830784170915271,0.9251153192522455,0.03724204904102937,0.00253702354940519,0.00934692886622966,9.589706239378488e-4,0.02630492838067492,47489,785,counties,county,NY,County,muni,36
pee,36021,county,1990,NY,Columbia,"Columbia County, NY",Middle Atlantic,63241,0.48800619851046,0.1719137901045208,0.9158931705697252,0.04686832909030534,0.00314669281004411,0.01608133963726063,0,0.03742825066017299,55546,1063,counties,county,NY,County,muni,36
pee,36023,county,1990,NY,Cortland,"Cortland County, NY",Middle Atlantic,49452,0.5137911510151257,0.12796246865647495,0.9511243225754268,0.01326538865971042,0.00311413087438324,0.00782577044406697,7.279786459597186e-4,0.02177869449162824,45338,784,counties,county,NY,County,muni,36
pee,36025,county,1990,NY,Delaware,"Delaware County, NY",Middle Atlantic,48220,0.4961426793861468,0.19068851099128992,0.9537951057652426,0.01482787225217751,0.00329738697635835,0.00761094981335545,0,0.0323724595603484,42967,722,counties,county,NY,County,muni,36
pee,36027,county,1990,NY,Dutchess,"Dutchess County, NY",Middle Atlantic,296152,0.5013067613927983,0.13069302250195847,0.7988060185310246,0.09688943515492043,0.00119870877117156,0.0349482698073962,1.3506577703341528e-4,0.09722034630865233,69838,1462,counties,county,NY,County,muni,36
pee,36029,county,1990,NY,Erie,"Erie County, NY",Middle Atlantic,921202,0.5182891483084058,0.15610908356690498,0.8045955175954894,0.1336666659429745,0.00540489490904275,0.02481323314539047,1.2917905084878234e-4,0.04269639015112863,47372,826,counties,county,NY,County,muni,36
pee,36031,county,1990,NY,Essex,"Essex County, NY",Middle Atlantic,39416,0.482545159326162,0.17571544550436372,0.93875583519383,0.02722244773695961,0.00208037345240511,0.00443982139232798,7.61112238684798e-4,0.02570022325959001,45216,818,counties,county,NY,County,muni,36
pee,36033,county,1990,NY,Franklin,"Franklin County, NY",Middle Atlantic,51697,0.4500261137009885,0.12919511770508926,0.8402421803973151,0.06706385283478732,0.05218871501247654,0.01092906745072247,3.094957154186897e-4,0.03292260672766312,42050,711,counties,county,NY,County,muni,36
pee,36035,county,1990,NY,Fulton,"Fulton County, NY",Middle Atlantic,55497,0.5033785610032975,0.15644088869668632,0.9581418815431464,0.01915418851469448,0.00192803214588175,0.00578409643764527,0,0.02322648071066904,43240,757,counties,county,NY,County,muni,36
pee,36037,county,1990,NY,Genesee,"Genesee County, NY",Middle Atlantic,59952,0.505154123298639,0.15273885775286897,0.9398518815052042,0.02461969575660528,0.00877368561515879,0.00408660261542567,2.0016012810248197e-4,0.02552041633306645,49750,813,counties,county,NY,County,muni,36
pee,36039,county,1990,NY,Greene,"Greene County, NY",Middle Atlantic,49410,0.4803885853066181,0.16751669702489377,0.907771706132362,0.06049382716049383,0.00202388180530257,0.0073264521351953,0,0.050394656952034,46235,935,counties,county,NY,County,muni,36
pee,36041,county,1990,NY,Hamilton,"Hamilton County, NY",Middle Atlantic,4908,0.4944987775061125,0.2235126324368378,0.9659739201303994,0.00550122249388753,0,0.00692746536267318,0,0.00814995925020374,49557,657,counties,county,NY,County,muni,36
pee,36043,county,1990,NY,Herkimer,"Herkimer County, NY",Middle Atlantic,64332,0.5137101287073307,0.16654231175775663,0.9683361313187838,0.0080830690791519,0.00230056581483554,0.00505191817446993,0,0.01582416215880121,42318,697,counties,county,NY,County,muni,36
pee,36045,county,1990,NY,Jefferson,"Jefferson County, NY",Middle Atlantic,115069,0.4847960788744145,0.11199367336120068,0.8758136422494329,0.04808419296248338,0.00450164683798416,0.01365267795844232,0.00282439232112906,0.05248155454553355,43410,918,counties,county,NY,County,muni,36
pee,36047,county,1990,NY,Kings,"Kings County, NY",Middle Atlantic,2466782,0.5291809328915161,0.1155359492650749,0.4388742093950742,0.3447264492768311,0.00289851312357557,0.10186793968822538,3.49037734181618e-4,0.19750306269463616,43567,1283,counties,county,NY,County,muni,36
pee,36049,county,1990,NY,Lewis,"Lewis County, NY",Middle Atlantic,27017,0.4973535181552356,0.1480179146463338,0.978161898064182,0.00751378761520524,0.00299811229966317,0.00173964540844653,1.480549283784284e-4,0.01195543546655809,42846,723,counties,county,NY,County,muni,36
pee,36051,county,1990,NY,Livingston,"Livingston County, NY",Middle Atlantic,65441,0.4996103360278724,0.13221069360187038,0.9430632172491252,0.02564141746000214,0.00267416451460093,0.01077306275882092,3.2089974175211256e-4,0.02727647804892957,51690,846,counties,county,NY,County,muni,36
pee,36053,county,1990,NY,Madison,"Madison County, NY",Middle Atlantic,72887,0.5099126044424932,0.13503093830175478,0.9510612317697258,0.01773978898843415,0.00632485902835896,0.00779288487658978,0,0.01812394528516745,53345,865,counties,county,NY,County,muni,36
pee,36055,county,1990,NY,Monroe,"Monroe County, NY",Middle Atlantic,741274,0.517718144707625,0.13626270447904554,0.7736828756977852,0.14874931536786667,0.00243364801679271,0.03176288389988047,4.613678612766669e-4,0.06784805618435288,51303,950,counties,county,NY,County,muni,36
pee,36057,county,1990,NY,Montgomery,"Montgomery County, NY",Middle Atlantic,49945,0.5129242166383021,0.1673040344378817,0.9173891280408448,0.01495645209730703,0.00226248873761137,0.00660726799479427,0,0.10433476824506956,42603,776,counties,county,NY,County,muni,36
pee,36059,county,1990,NY,Nassau,"Nassau County, NY",Middle Atlantic,1329083,0.5165636758577155,0.15120274655533175,0.7401569352704083,0.108701262449373,0.00140021353068243,0.07450023813411201,2.6333946036477783e-5,0.136938776585059,93613,2178,counties,county,NY,County,muni,36
pee,36061,county,1990,NY,New York,"New York County, NY",Middle Atlantic,1583345,0.5299173585036742,0.13106808686672836,0.5614095475085973,0.1553521184580745,0.00346986916938506,0.11149938895187088,2.879978779103733e-4,0.25703305344065885,64971,1595,counties,county,NY,County,muni,36
pee,36063,county,1990,NY,Niagara,"Niagara County, NY",Middle Atlantic,216064,0.515569460900474,0.15635182168246445,0.8932121963862559,0.06871112263033176,0.00854376481042654,0.00846508441943127,1.8050207345971563e-4,0.02062814721563981,45964,774,counties,county,NY,County,muni,36
pee,36065,county,1990,NY,Oneida,"Oneida County, NY",Middle Atlantic,234533,0.5007355041721208,0.1605147250067155,0.8776760626436365,0.05718598235642745,0.00211057718956394,0.02493465738296956,4.945999070493278e-4,0.04357595732796664,46708,786,counties,county,NY,County,muni,36
pee,36067,county,1990,NY,Onondaga,"Onondaga County, NY",Middle Atlantic,463704,0.5189991891378983,0.1378638096716871,0.8235922053723927,0.10579378224039472,0.00757164052930317,0.03024990079878543,7.138174352604248e-4,0.0372953435812501,50676,911,counties,county,NY,County,muni,36
pee,36069,county,1990,NY,Ontario,"Ontario County, NY",Middle Atlantic,106298,0.5108939020489567,0.1464750042333816,0.9394344202148676,0.02391390242525729,0.00151460987036444,0.01028241359197727,0,0.03203258763099964,56468,934,counties,county,NY,County,muni,36
pee,36071,county,1990,NY,Orange,"Orange County, NY",Middle Atlantic,370201,0.49984467897169377,0.10630711424334348,0.7777234529350272,0.09578580284764222,0.00271744268654055,0.02378977906596686,2.2150129254107904e-4,0.16902979732631732,69523,1498,counties,county,NY,County,muni,36
pee,36073,county,1990,NY,Orleans,"Orleans County, NY",Middle Atlantic,43169,0.5028840139915217,0.13942875674673957,0.8995112233315574,0.06041372281035002,0.00771386874840742,0.00342838611040329,0,0.04072366744654729,48063,829,counties,county,NY,County,muni,36
pee,36075,county,1990,NY,Oswego,"Oswego County, NY",Middle Atlantic,122220,0.5028555064637539,0.12184585174275896,0.9663639338897072,0.00896743577155948,0.00245459008345606,0.00663557519227622,1.145475372279496e-4,0.01999672721322205,45333,803,counties,county,NY,County,muni,36
pee,36077,county,1990,NY,Otsego,"Otsego County, NY",Middle Atlantic,62604,0.5160373139096543,0.15861606287138202,0.948453772921858,0.01942367899814708,0.00113411283624049,0.00910484953038144,0,0.03012587055140246,45268,791,counties,county,NY,County,muni,36
pee,36079,county,1990,NY,Putnam,"Putnam County, NY",Middle Atlantic,99545,0.5022552614395499,0.11460143653623989,0.8932241699733788,0.02085488974835501,1.406399115977699e-4,0.01911698226932543,0,0.10722788688532824,89218,1996,counties,county,NY,County,muni,36
pee,36081,county,1990,NY,Queens,"Queens County, NY",Middle Atlantic,2199169,0.5165492056317637,0.1282734523813313,0.4309455071438348,0.1909684976461563,0.00414611155395515,0.23081354820843691,3.6877566026076214e-4,0.269710968097495,55291,1404,counties,county,NY,County,muni,36
pee,36083,county,1990,NY,Rensselaer,"Rensselaer County, NY",Middle Atlantic,158629,0.5072212521039658,0.1343638300689029,0.8846743029332593,0.05007281140270694,0.00238922265159586,0.02074021774076619,8.825624570538805e-5,0.03544118666826369,54152,1041,counties,county,NY,County,muni,36
pee,36085,county,1990,NY,Richmond,"Richmond County, NY",Middle Atlantic,463450,0.5152163124393139,0.12326464559283634,0.757604919624555,0.10047038515481713,0.00195058798144352,0.07643974538785198,0,0.16312870859855433,71084,1546,counties,county,NY,County,muni,36
pee,36087,county,1990,NY,Rockland,"Rockland County, NY",Middle Atlantic,305461,0.5103237401828712,0.130661524711829,0.7481577026199744,0.12181915203577544,0.0022916182425907,0.06405727736110338,8.97004854956934e-4,0.14603173563891952,82534,1875,counties,county,NY,County,muni,36
pee,36089,county,1990,NY,St. Lawrence,"St. Lawrence County, NY",Middle Atlantic,111778,0.4911431587611158,0.13487448335092772,0.937536903505162,0.02803771761885165,0.00461629300935783,0.00927731754012417,4.29422605521659e-4,0.01985184920109502,42303,727,counties,county,NY,County,muni,36
pee,36091,county,1990,NY,Saratoga,"Saratoga County, NY",Middle Atlantic,217264,0.5083354812578246,0.13119522792547317,0.9474280138449076,0.014687200824803,0.00164776493114367,0.01497256793578319,3.083805876721408e-4,0.02284317696443037,65100,1163,counties,county,NY,County,muni,36
pee,36093,county,1990,NY,Schenectady,"Schenectady County, NY",Middle Atlantic,153268,0.5174074170733617,0.14943106193073571,0.8128833154996477,0.09527755304434064,0.00480857060834616,0.03711798940418091,0.00159198267087715,0.05241146227523032,55188,1010,counties,county,NY,County,muni,36
pee,36095,county,1990,NY,Schoharie,"Schoharie County, NY",Middle Atlantic,32789,0.5011741742657598,0.15444203848851748,0.9635243526792522,0.01268718167678184,0.00372076001097929,0.00661807313428283,0,0.02717374729329958,50864,873,counties,county,NY,County,muni,36
pee,36097,county,1990,NY,Schuyler,"Schuyler County, NY",Middle Atlantic,18566,0.4985457287514812,0.16093935150274696,0.9682753420230528,0.01572767424324033,0.00226219971991812,0.00150813314661208,0,0.01163416998815038,47404,695,counties,county,NY,County,muni,36
pee,36099,county,1990,NY,Seneca,"Seneca County, NY",Middle Atlantic,35309,0.4778101900365346,0.15129287150584836,0.9274972386643632,0.04483276218527854,0.00535274292673256,0.00560763544705315,1.1328556458693251e-4,0.02766999915035826,46707,790,counties,county,NY,County,muni,36
pee,36101,county,1990,NY,Steuben,"Steuben County, NY",Middle Atlantic,98724,0.5049228151209433,0.15466350634091,0.955937765892792,0.01702726793890037,0.00280580203395324,0.01215509906405737,0,0.01363396945018435,43867,704,counties,county,NY,County,muni,36
pee,36103,county,1990,NY,Suffolk,"Suffolk County, NY",Middle Atlantic,1482548,0.5083498139689238,0.13027773805637322,0.8301343362913038,0.07333118388072427,0.00245860505022434,0.03412908047496607,3.2376692019415224e-5,0.1534297709079234,84506,2018,counties,county,NY,County,muni,36
pee,36105,county,1990,NY,Sullivan,"Sullivan County, NY",Middle Atlantic,77625,0.4880257648953301,0.14313687600644123,0.823317230273752,0.08560386473429951,0.00604186795491143,0.01404186795491143,0,0.12774235104669887,48103,941,counties,county,NY,County,muni,36
pee,36107,county,1990,NY,Tioga,"Tioga County, NY",Middle Atlantic,51377,0.5028125425774179,0.15090410105689317,0.971718862526033,0.00517741401794577,0.00134301341067014,0.00502170231815793,3.503513245226463e-4,0.01397512505595889,51948,774,counties,county,NY,County,muni,36
pee,36109,county,1990,NY,Tompkins,"Tompkins County, NY",Middle Atlantic,100612,0.5058641116367829,0.10480857154216196,0.8335288037212261,0.03840496163479505,0.0028624816125313,0.08992963066035861,6.361070250069575e-4,0.04086987635669701,48655,1054,counties,county,NY,County,muni,36
pee,36111,county,1990,NY,Ulster,"Ulster County, NY",Middle Atlantic,182782,0.5025002461949207,0.14196693328664747,0.8795505027847381,0.05865457211322777,0.00245100721077567,0.01698744953004125,1.2036196124344848e-4,0.08242058846057052,57584,1184,counties,county,NY,County,muni,36
pee,36113,county,1990,NY,Warren,"Warren County, NY",Middle Atlantic,65707,0.5117719573257035,0.16351378087570578,0.9694553091755824,0.00893359915990685,0.00436787556881306,0.00704643340892142,4.413532804724002e-4,0.01785197924117674,51619,951,counties,county,NY,County,muni,36
pee,36115,county,1990,NY,Washington,"Washington County, NY",Middle Atlantic,63088,0.4814227745371544,0.1486970580776059,0.9453937357342124,0.03071899568856201,0.00182285062135429,0.00477111336545777,5.230788739538423e-4,0.02314227745371544,48327,908,counties,county,NY,County,muni,36
pee,36117,county,1990,NY,Wayne,"Wayne County, NY",Middle Atlantic,93654,0.5032459905610012,0.13683345078693915,0.9361906592350568,0.03589809298054541,0.00316056975676426,0.00446323702137655,0,0.03489439853076217,52562,846,counties,county,NY,County,muni,36
pee,36119,county,1990,NY,Westchester,"Westchester County, NY",Middle Atlantic,939406,0.5192909136198832,0.14403250564718556,0.6791802479439135,0.14128183128487576,0.00131040253096105,0.05379782543437023,2.0012646289250868e-4,0.20537658903605044,79619,1782,counties,county,NY,County,muni,36
pee,36121,county,1990,NY,Wyoming,"Wyoming County, NY",Middle Atlantic,42367,0.4512946396959898,0.13118700875681544,0.9030141383624049,0.06547548799773409,0.00243113744187693,0.00585361248141242,1.8882620907782e-4,0.02931526895933155,50075,713,counties,county,NY,County,muni,36
pee,36123,county,1990,NY,Yates,"Yates County, NY",Middle Atlantic,25250,0.511960396039604,0.16281188118811882,0.974019801980198,0.01112871287128712,0.00308910891089108,0.00328712871287128,0,0.0154059405940594,46822,770,counties,county,NY,County,muni,36
pee,36001,county,2000,NY,Albany,"Albany County, NY",Middle Atlantic,304032,0.5173764603725923,0.13787364487948636,0.7892129775813073,0.12109580570466266,0.00235501526155141,0.0441203557520261,6.084885801494579e-4,0.045909641090411533,56090,1037,counties,county,NY,County,muni,36
pee,36003,county,2000,NY,Allegany,"Allegany County, NY",Middle Atlantic,49105,0.4954281641380715,0.14835556460645555,0.9650341105793708,0.01032481417370939,0.00319723042460034,0.0099175236737603,2.443742999694532e-4,0.01364423174829447,41305,647,counties,county,NY,County,muni,36
pee,36005,county,2000,NY,Bronx,"Bronx County, NY",Middle Atlantic,1365725,0.5315477127532995,0.1036453165900895,0.2189664830035329,0.3442347471123396,0.00472496293177616,0.03593402771421772,1.2960149371213093e-4,0.5258774643504366,34264,1102,counties,county,NY,County,muni,36
pee,36007,county,2000,NY,Broome,"Broome County, NY",Middle Atlantic,200804,0.5116182944562857,0.16188920539431487,0.8871387024162866,0.04398318758590466,0.00306268799426306,0.03316169000617518,9.959960956953048e-5,0.03179717535507261,44457,765,counties,county,NY,County,muni,36
