geoid,by,pollutant,adjr,sigma,df.residual,formula
d01001,16,98,0.44922942920049347,24173.475804069094,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01003,16,98,0.4019282386320472,115562.45981865542,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01005,16,98,0.380729573113308,11330.073264770339,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01007,16,98,0.3552016103503055,9917.234292464518,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01009,16,98,0.40523449034098,24084.3030983273,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01011,16,98,0.3592412655183753,4956.548519556378,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01013,16,98,0.5379431362725206,23850.293289398192,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01015,16,98,0.40912771047692564,39969.74520487754,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01017,16,98,0.42272892887215363,15393.578254311275,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01019,16,98,0.4207663949207091,10375.953629181031,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01021,16,98,0.4974524182755523,29391.405464684172,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01023,16,98,0.41753225632169655,6632.355200633211,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01025,16,98,0.4173688539920729,12045.3984698104,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01027,16,98,0.417709489720813,4942.908521370101,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01029,16,98,0.6073476243995759,18002.551607490237,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01031,16,98,0.3787857417781675,18056.68888491818,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01033,16,98,0.3796417398051627,24307.06200572758,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01035,16,98,0.456058806034333,19003.43824805056,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01037,16,98,0.3550765022844673,8394.991804252788,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01039,16,98,0.36543926345051403,17198.597980552036,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01041,16,98,0.42024805887167105,7193.0748956959915,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01043,16,98,0.43105965463281637,39970.70636060599,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01045,16,98,0.3962977406157294,20845.725438239926,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01047,16,98,0.37989104514517713,14496.786761258178,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01049,16,98,0.43630707056795603,31223.861857661996,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01051,16,98,0.4002031344455188,29965.732928802714,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01053,16,98,0.4507252385759023,23821.072763462817,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01055,16,98,0.3899758925484561,35482.28331862635,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01057,16,98,0.4200497599962295,6322.287050677057,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01059,16,98,0.37335721395495325,11415.924814189646,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01061,16,98,0.3526425177342052,11713.902991795647,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01063,16,98,0.5535344209068914,15692.912820223379,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01065,16,98,0.41882598096134005,6907.947681164854,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01067,16,98,0.42094539399952713,10576.314235645597,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01069,16,98,0.4018581580904109,39542.59110374958,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01071,16,98,0.3732454666701327,23842.661870467462,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01073,16,98,0.33088310190791703,244887.05037607637,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01075,16,98,0.4205356796969525,5143.304327864,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01077,16,98,0.3862535074032817,26575.74233282324,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01079,16,98,0.37369255484777264,18798.279709386887,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01081,16,98,0.40428996762426883,50849.01213803444,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01083,16,98,0.42348156105231716,44912.81248858983,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01085,16,98,0.4090642070296262,18560.622033728843,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01087,16,98,0.520836205059376,21712.90384426793,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01089,16,98,0.4702534863600283,106458.63171555592,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01091,16,98,0.36454271938382754,10326.436699381738,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01093,16,98,0.37818773809251005,21181.74993731401,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01095,16,98,0.40806673390161563,26901.22602809735,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01097,16,98,0.39844994538285716,136511.65393562734,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01099,16,98,0.41867136494629464,8854.336182205903,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01101,16,98,0.42269740041979387,85934.26971754855,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01103,16,98,0.39766760081653907,46415.44040367345,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01105,16,98,0.41735421679478957,3701.782293888324,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01107,16,98,0.4115427332861399,9085.564688916103,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01109,16,98,0.3786899983702945,16964.570597991573,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01111,16,98,0.4195036932311038,7871.1788908035605,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01113,16,98,0.39120513190879647,23452.648424254632,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01115,16,98,0.46894314487817845,44329.82155631455,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01117,16,98,0.4422531130414421,65559.83611972923,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01119,16,98,0.4122951359985695,17262.459838394767,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01121,16,98,0.41905525815688316,37750.73022427457,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01123,16,98,0.3746032443286531,17767.197618241426,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01125,16,98,0.4000144568669718,90398.79786356029,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01127,16,98,0.45143896756774426,30150.032085094674,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01129,16,98,0.42232357925519415,10539.410413330656,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01131,16,98,0.41823468670739605,6040.028357959702,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d01133,16,98,0.420180174355659,8022.171812760449,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02013,16,98,0.3905475223675241,20.121272569617183,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02016,16,98,0.42073769692238483,216.0367184335158,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02020,16,98,0.3241676182292609,61691.62286930288,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02050,16,98,0.4210807464095446,506.58568127048244,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02060,16,98,NA,0,12,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02068,16,98,0.5331919614259009,2644.3036673291845,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02070,16,98,0.42257314164659543,321.7257118318623,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02090,16,98,0.38724903572212577,21945.686552799598,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02100,16,98,0.41863675256649135,303.2518116812917,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02105,16,98,0.4221965452875789,127.73769860620978,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02110,16,98,0.5503147752198312,5613.015635530032,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02122,16,98,0.4306731611817334,24394.865739677432,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02130,16,98,0.5916491763625946,1620.718049785118,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02150,16,98,0.41662087756468225,1536.0366970312514,8,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
d02158,16,98,NA,0,12,sqrt(vmt) + sqrt(vehicles) + sqrt(sourcehours) + sqrt(starts) + year
